90,70,10
85,70,10
100,70,10
95,70,10
115,50,10
55,75,10
115,35,10
115,80,10
35,80,10
105,85,10
85,85,10
40,80,10
115,10,10
115,100,10
115,95,10
115,65,10
50,80,10
45,80,10
75,105,10
110,5,10
105,35,10
55,65,10
105,5,10
60,110,10
55,70,10
30,115,10
110,90,10
115,45,10
40,120,10
65,110,10
115,15,10
110,105,10
115,60,10
100,35,10
100,80,10
95,85,10
55,110,10
30,110,10
25,110,10
115,85,10
110,85,10
50,75,10
50,110,10
100,10,10
115,105,10
115,40,10
105,105,10
95,10,10
45,115,10
110,10,10
35,115,10
115,30,10
95,35,10
90,35,10
95,15,10
115,25,10
110,35,10
100,100,10
95,100,10
80,35,10
115,20,10
20,95,10
15,95,10
70,40,10
85,100,10
35,120,10
25,90,10
20,100,10
80,65,10
75,35,10
60,55,10
85,35,10
55,60,10
25,105,10
115,90,10
80,105,10
25,85,10
65,45,10
100,75,10
100,85,10
60,50,10
90,85,10
75,60,10
90,100,10
115,55,10
20,90,10
115,75,10
30,80,10
10,95,10
115,70,10
