110,125,50
115,125,50
105,120,50
120,120,50
100,115,50
125,115,50
95,110,50
100,110,50
125,110,50
75,105,50
95,105,50
125,105,50
75,100,50
95,100,50
125,100,50
60,95,50
75,95,50
90,95,50
125,95,50
65,90,50
70,90,50
75,90,50
80,90,50
90,90,50
125,90,50
70,85,50
80,85,50
85,85,50
120,85,50
30,80,50
35,80,50
40,80,50
45,80,50
50,80,50
70,80,50
85,80,50
125,80,50
20,75,50
25,75,50
60,75,50
65,75,50
70,75,50
75,75,50
85,75,50
130,75,50
20,70,50
75,70,50
90,70,50
135,70,50
20,65,50
80,65,50
90,65,50
95,65,50
135,65,50
20,60,50
25,60,50
80,60,50
85,60,50
95,60,50
135,60,50
25,55,50
85,55,50
100,55,50
130,55,50
30,50,50
35,50,50
40,50,50
90,50,50
100,50,50
105,50,50
125,50,50
130,50,50
45,45,50
50,45,50
90,45,50
105,45,50
110,45,50
115,45,50
120,45,50
50,40,50
90,40,50
95,40,50
100,40,50
105,40,50
55,35,50
90,35,50
55,30,50
85,30,50
60,25,50
80,25,50
85,25,50
65,20,50
70,20,50
75,20,50
