66,75,50
69,75,50
63,72,50
72,72,50
60,69,50
75,69,50
57,66,50
60,66,50
75,66,50
45,63,50
57,63,50
75,63,50
45,60,50
57,60,50
75,60,50
36,57,50
45,57,50
54,57,50
75,57,50
39,54,50
42,54,50
45,54,50
48,54,50
54,54,50
75,54,50
42,51,50
48,51,50
51,51,50
72,51,50
18,48,50
21,48,50
24,48,50
27,48,50
30,48,50
42,48,50
51,48,50
75,48,50
15,45,50
36,45,50
39,45,50
42,45,50
45,45,50
51,45,50
78,45,50
12,42,50
45,42,50
54,42,50
81,42,50
12,39,50
48,39,50
57,39,50
81,39,50
15,36,50
48,36,50
57,36,50
81,36,50
15,33,50
51,33,50
60,33,50
78,33,50
18,30,50
21,30,50
24,30,50
54,30,50
60,30,50
63,30,50
75,30,50
78,30,50
27,27,50
30,27,50
54,27,50
63,27,50
66,27,50
69,27,50
72,27,50
30,24,50
54,24,50
57,24,50
60,24,50
63,24,50
33,21,50
54,21,50
33,18,50
51,18,50
36,15,50
48,15,50
51,15,50
39,12,50
42,12,50
45,12,50
